CustomerID,Customer_FirstName,Customer_LastName,Customer_Membership
C12573,Bella,Martinez,Gold
C12574,Raanana,Hughes,Gold
C12575,Mabs,Evans,Gold
C12576,Erina,Foster,Gold
C12577,Marabel,Thompson,Silver
C12578,Bonnie,Rivera,Bronze
C12579,Norabel,Harris,Silver
C12580,Rachel,Bryant,Bronze
C12581,Felicia,Griffin,Diamond
C12582,Lynne,Lopez,Bronze
C12583,Keva,Cooper,Silver
C12584,Bella,Bailey,Silver
C12585,Yedda,Hall,Silver
C12586,Isa,Torres,Silver
C12587,Donatella,Torres,Bronze
C12588,Alina,Allen,Silver
C12589,Bella,James,Gold
C12590,Linda,Bryant,Gold
C12591,Naava,Bryant,Bronze
C12592,Donatella,Foster,Gold
C12593,Bella,Lee,Silver
C12594,Keva,Bryant,Bronze
C12595,Miyeon,Hughes,Diamond
C12596,Bonnie,Gonzales,Diamond
C12597,Sapphire,Phillips,Silver
C12598,Donatella,Perry,Silver
C12599,Naava,Reed,Bronze
C12600,Meadow,Moore,Diamond
C12601,Belinda,Bell,Diamond
C12602,Xin,Lopez,Bronze
C12603,Calista,White,Diamond
C12604,Rosaleen,Sanders,Silver
C12605,Mabel,Allen,Diamond
C12606,Caily,Cox,Diamond
C12607,Norabel,Wilson,Silver
C12608,Orabelle,Peterson,Silver
C12609,Orabelle,Bennett,Gold
C12610,Yedda,Johnson,Gold
C12611,Erina,Carter,Bronze
C12612,Calliope,Hayes,Bronze
C12613,Linda,Gonzales,Gold
C12614,Nomi,Davis,Bronze
C12615,Miyuki,Patterson,Gold
C12616,Bellezza,Wright,Silver
C12617,Linda,Reed,Bronze
C12618,Lynne,Thompson,Bronze
C12619,Nefertari,Adams,Silver
C12620,Omorose,Allen,Gold
C12621,Ulanni,Johnson,Silver
C12622,Yedda,Torres,Silver
C12623,Ellen,Ramirez,Bronze
C12624,Norabel,Scott,Bronze
C12625,Nefertiti,Foster,Bronze
C12626,Nomi,Bryant,Gold
C12627,Donatella,Murphy,Diamond
C12628,Bella,Wright,Gold
C12629,Raanana,Davis,Bronze
C12630,Ulanni,Green,Bronze
C12631,Jacintha,Thomas,Gold
C12632,Jacintha,Kelly,Bronze
C12633,Omorose,Ross,Silver
C12634,Isa,Martin,Bronze
C12635,Nefertiti,Gonzalez,Gold
C12636,Donatella,Martinez,Bronze
C12637,Nomi,Wilson,Silver
C12638,Linda,Thompson,Bronze
C12639,Rosalind,Edwards,Diamond
C12640,Felicia,Russell,Bronze
C12641,Miyuki,Bailey,Silver
C12642,Nomi,Adams,Bronze
C12643,Nefertari,Johnson,Diamond
C12644,Ulanni,Jackson,Bronze
C12645,Calliope,Taylor,Silver
C12646,Linda,Cole,Gold
C12647,Mabel,Turner,Diamond
C12648,Meadow,Rogers,Bronze
C12649,Jolie,Hill,Silver
C12650,Nelly,Walker,Silver
C12651,Belinda,Russell,Bronze
C12652,Kyomi,Powell,Gold
C12653,Ellen,Richardson,Silver
C12654,Jolie,Anderson,Bronze
C12655,Mei,Perry,Bronze
C12656,Kaytlyn,Scott,Gold
C12657,Donatella,Sanchez,Silver
C12658,Ellen,Ward,Bronze
C12659,Lucinda,Bennett,Silver
C12660,Kaytlyn,Perry,Silver
C12661,Isa,Gonzales,Diamond
C12662,Ratih,Rivera,Diamond
C12663,Kaytlyn,Edwards,Diamond
C12664,Bonnie,Watson,Bronze
C12665,Miyeon,Griffin,Diamond
C12666,Mabel,Morgan,Gold
C12667,Belinda,Hughes,Diamond
C12668,Orabelle,Allen,Silver
C12669,Bonita,Price,Bronze
C12670,Calixta,Richardson,Bronze
C12671,Sapphire,Garcia,Gold
C12672,Kaytlyn,Robinson,Diamond
C12673,Raanana,Bailey,Diamond
C12674,Ellen,Foster,Gold
C12675,Jacintha,Gray,Diamond
C12676,Ellen,Ross,Silver
C12677,Marabel,Diaz,Bronze
C12678,Lucinda,Miller,Silver
C12679,Tazanna,Wilson,Diamond
C12680,Mei,Bennett,Bronze
C12681,Jacintha,Baker,Diamond
C12682,Ulanni,Scott,Diamond
C12683,Mabs,Allen,Bronze
C12684,Ella,Gonzales,Gold
C12685,Erina,Rodriguez,Gold
C12686,Ulanni,Bailey,Diamond
C12687,Naomi,Wright,Diamond
C12688,Linda,Ward,Bronze
C12689,Naava,Hughes,Gold
C12690,Kyomi,Carter,Gold
C12691,Nomi,Sanchez,Silver
C12692,Ellie,Bell,Gold
C12693,Tazanna,Hayes,Gold
C12694,Mabel,Nelson,Silver
C12695,Mabel,Williams,Gold
C12696,Tazanna,Price,Diamond
C12697,Tove,Robinson,Diamond
C12698,Tazanna,Williams,Gold
C12699,Raanana,Richardson,Gold
C12700,Lilybelle,Sanders,Diamond
C12701,Rachel,Cole,Diamond
C12702,Jolie,Griffin,Silver
C12703,Bonnie,Cox,Silver
C12704,Norabel,Lee,Diamond
C12705,Miyuki,Sanders,Gold
C12706,Ellie,Griffin,Diamond
C12707,Mei,Jackson,Bronze
C12708,Naava,Hayes,Silver
C12709,Orabelle,Russell,Diamond
C12710,Isa,Ross,Bronze
C12711,Xin,Martinez,Diamond
C12712,Kyomi,Rodriguez,Gold
C12713,Tazanna,Davis,Bronze
C12714,Nelly,Phillips,Gold
C12715,Mabs,Reed,Bronze
C12716,Tove,Anderson,Gold
C12717,Venus,Griffin,Gold
C12718,Bellezza,Mitchell,Diamond
C12719,Ulanni,Martinez,Gold
C12720,Bonita,Lewis,Bronze
C12721,Keva,Hall,Gold
C12722,Linda,Scott,Silver
C12723,Naamah,Morris,Diamond
C12724,Tazanna,Ramirez,Bronze
C12725,Calista,Martin,Diamond
C12726,Miyuki,Foster,Bronze
C12727,Lucinda,Washington,Bronze
C12728,Naava,Cook,Silver
C12729,Kaytlyn,Richardson,Silver
C12730,Linda,Moore,Gold
C12731,Rosaleen,Brown,Bronze
C12732,Nefertiti,Hernandez,Diamond
C12733,Calliope,Murphy,Gold
C12734,Meadow,Harris,Silver
C12735,Sapphire,Cooper,Bronze
C12736,Calixta,Cox,Diamond
C12737,Marabel,Green,Gold
C12738,Venus,Sanders,Bronze
C12739,Naava,Green,Silver
C12740,Felicia,Green,Gold
C12741,Alina,Cole,Silver
C12742,Bellezza,Jones,Diamond
C12743,Ellie,Sanchez,Bronze
C12744,Bonnie,Rivera,Silver
C12745,Isa,Powell,Silver
C12746,Calixta,Jenkins,Silver
C12747,Calliope,Price,Silver
C12748,Rosalind,Phillips,Diamond
C12749,Lillie,Miller,Bronze
C12750,Tegan,Smith,Gold
C12751,Mei,Lee,Diamond
C12752,Calista,Washington,Gold
C12753,Nomi,Powell,Gold
C12754,Naomi,Cook,Gold
C12755,Tove,Walker,Silver
C12756,Ratih,Martinez,Silver
C12757,Lillie,Rivera,Gold
C12758,Bella,Reed,Bronze
C12759,Abigail,Alexander,Bronze
C12760,Ratih,Diaz,Gold
C12761,Xin,Gonzalez,Gold
C12762,Jolie,Long,Gold
C12763,Xin,Stewart,Bronze
C12764,Sapphire,Simmons,Silver
C12765,Felicia,Morgan,Gold
C12766,Rosalind,Moore,Gold
C12767,Omorose,Hill,Diamond
C12768,Tazanna,Watson,Diamond
C12769,Lucinda,Diaz,Gold
C12770,Calixta,Walker,Diamond
C12771,Lucinda,Lopez,Diamond
C12772,Lilybelle,King,Silver
C12773,Naomi,Washington,Gold
C12774,Rosaleen,Thompson,Bronze
C12775,Naomi,Jones,Silver
C12776,Lynne,Richardson,Diamond
C12777,Fayre,Cooper,Bronze
C12778,Miyuki,Williams,Bronze
C12779,Rosalind,Russell,Diamond
C12780,Naamah,Alexander,Bronze
C12781,Rosaleen,Jackson,Gold
C12782,Ellie,Watson,Diamond
C12783,Orabelle,Adams,Diamond
C12784,Nefertiti,Martin,Diamond
C12785,Felicia,Young,Gold
C12786,Xin,Thompson,Bronze
C12787,Lillie,Watson,Silver
C12788,Naamah,Ross,Gold
C12789,Linda,Davis,Gold
C12790,Meadow,Lee,Gold
C12791,Lilybelle,Howard,Diamond
C12792,Calixta,Lopez,Bronze
C12793,Omorose,Stewart,Bronze
C12794,Venus,Perry,Gold
C12795,Ellen,Russell,Gold
C12796,Tove,Thomas,Gold
C12797,Alina,Carter,Silver
C12798,Kyomi,Hall,Gold
C12799,Naava,Cox,Silver
C12800,Rosalind,Cox,Silver
C12801,Nefertari,Brown,Gold
C12802,Nefertiti,Collins,Silver
C12803,Mabs,Clark,Diamond
C12804,Nefertari,Bell,Silver
C12805,Bellezza,Miller,Silver
C12806,Xin,Butler,Gold
C12807,Yedda,Peterson,Gold
C12808,Venus,Reed,Diamond
C12809,Rosalind,Bennett,Silver
C12810,Mabs,Wright,Gold
C12811,Omorose,Wright,Diamond
C12812,Ella,White,Bronze
C12813,Sapphire,Sanchez,Silver
C12814,Naamah,Turner,Bronze
C12815,Jacintha,Harris,Bronze
C12816,Meadow,Davis,Silver
C12817,Rosalind,Gonzalez,Diamond
C12818,Jolie,Foster,Diamond
C12819,Fayre,Cox,Gold
C12820,Caily,Parker,Diamond
C12821,Mei,Jenkins,Silver
C12822,Tove,Peterson,Gold
C12823,Nefertiti,Collins,Bronze
C12824,Nefertari,Bell,Gold
C12825,Raanana,Jackson,Bronze
C12826,Tove,Griffin,Silver
C12827,Omorose,Hayes,Diamond
C12828,Xin,Jones,Bronze
C12829,Mabs,Ward,Silver
C12830,Ellen,Ramirez,Diamond
C12831,Nefertiti,Young,Silver
C12832,Bellezza,Stewart,Silver
C12833,Xin,Patterson,Silver
C12834,Fayre,Rivera,Gold
C12835,Calixta,Flores,Diamond
C12836,Lilybelle,Simmons,Gold
C12837,Jacintha,Harris,Diamond
C12838,Ellen,Sanders,Diamond
C12839,Norabel,Russell,Bronze
C12840,Abigail,Reed,Diamond
C12841,Bellezza,Adams,Silver
C12842,Rachel,Bailey,Diamond
C12843,Alina,Roberts,Silver
C12844,Ratih,Ward,Bronze
C12845,Omorose,Long,Silver
C12846,Xin,Gray,Gold
C12847,Sapphire,Murphy,Gold
C12848,Ella,Moore,Silver
C12849,Felicia,Patterson,Bronze
C12850,Calista,Washington,Gold
C12851,Jolie,Diaz,Silver
C12852,Rosaleen,Adams,Silver
C12853,Omorose,Lee,Silver
C12854,Meadow,Taylor,Diamond
C12855,Rachel,Rodriguez,Bronze
C12856,Tegan,Sanders,Bronze
C12857,Bella,Ramirez,Silver
C12858,Nelly,Sanders,Diamond
C12859,Mabs,Washington,Gold
C12860,Norabel,Harris,Bronze
C12861,Mabel,Young,Bronze
C12862,Ella,Smith,Diamond
C12863,Naamah,Sanders,Gold
C12864,Nomi,Thompson,Diamond
C12865,Miyuki,Murphy,Gold
C12866,Miyeon,Cooper,Gold
C12867,Jolie,Flores,Bronze
C12868,Ella,Johnson,Bronze
C12869,Belinda,Miller,Gold
C12870,Omorose,Adams,Bronze
C12871,Fayre,Ross,Bronze
C12872,Abigail,Alexander,Bronze
C12873,Meadow,Johnson,Bronze
C12874,Kaytlyn,Long,Diamond
C12875,Rosalind,Sanchez,Diamond
C12876,Marabel,Stewart,Bronze
C12877,Ellen,Wilson,Silver
C12878,Bonita,Hernandez,Silver
C12879,Naamah,Patterson,Diamond
C12880,Tazanna,Gray,Diamond
C12881,Nefertari,Thomas,Gold
C12882,Rosalind,Richardson,Silver
C12883,Marabel,Perez,Diamond
C12884,Lillie,Diaz,Silver
C12885,Calliope,Rogers,Diamond
C12886,Xin,Mitchell,Gold
C12887,Bella,Hill,Bronze
C12888,Nefertari,Cole,Silver
C12889,Ella,Murphy,Silver
C12890,Raanana,Adams,Bronze
C12891,Fayre,Stewart,Bronze
C12892,Mabel,Thomas,Gold
C12893,Rosaleen,Washington,Silver
C12894,Ratih,Watson,Diamond
C12895,Miyeon,Taylor,Bronze
C12896,Abigail,Torres,Silver
C12897,Xin,Bell,Silver
C12898,Isa,Lee,Gold
C12899,Calliope,Griffin,Bronze
C12900,Mei,Cook,Bronze
C12901,Rosalind,Rogers,Gold
C12902,Bellezza,Torres,Silver
C12903,Meadow,Roberts,Bronze
C12904,Mei,Cook,Silver
C12905,Kaytlyn,Lewis,Silver
C12906,Naamah,Watson,Silver
C12907,Calliope,Lee,Silver
C12908,Bella,Williams,Bronze
C12909,Raanana,Allen,Silver
C12910,Naamah,Carter,Gold
C12911,Bella,Mitchell,Diamond
C12912,Miyuki,Nelson,Gold
C12913,Calista,Hughes,Bronze
C12914,Jolie,Johnson,Bronze
C12915,Bonita,Gray,Gold
C12916,Sapphire,Hernandez,Bronze
C12917,Venus,Ramirez,Gold
C12918,Lillie,Reed,Gold
C12919,Nefertari,Peterson,Diamond
C12920,Tove,Simmons,Gold
C12921,Rosaleen,Adams,Diamond
C12922,Mei,Robinson,Bronze
C12923,Marabel,Wright,Bronze
C12924,Belinda,Harris,Gold
C12925,Abigail,Thomas,Diamond
C12926,Alina,Parker,Diamond
C12927,Nefertiti,Williams,Bronze
C12928,Kyomi,Martinez,Bronze
C12929,Ellie,Young,Bronze
C12930,Raanana,Price,Silver
C12931,Belinda,Anderson,Diamond
C12932,Ellie,Torres,Gold
C12933,Nefertiti,Peterson,Silver
C12934,Bonnie,Mitchell,Diamond
C12935,Jolie,Lopez,Gold
C12936,Miyeon,Scott,Silver
C12937,Meadow,Thomas,Diamond
C12938,Naamah,Murphy,Diamond
C12939,Jolie,Perry,Diamond
C12940,Calista,Gonzalez,Bronze
C12941,Venus,Foster,Diamond
C12942,Marabel,Perry,Gold
C12943,Rosaleen,Allen,Bronze
C12944,Ella,Thompson,Gold
C12945,Jolie,Bailey,Bronze
C12946,Nomi,Ward,Bronze
C12947,Nomi,White,Diamond
C12948,Jacintha,Cooper,Diamond
C12949,Tazanna,Washington,Silver
C12950,Lucinda,Flores,Silver
C12951,Nomi,Hayes,Bronze
C12952,Nelly,Hill,Gold
C12953,Ellen,Martinez,Silver
C12954,Ellen,Perry,Gold
C12955,Lilybelle,Rodriguez,Silver
C12956,Isa,Taylor,Silver
C12957,Rosalind,Torres,Silver
C12958,Xin,Cox,Silver
C12959,Rosaleen,Watson,Bronze
C12960,Naomi,Bennett,Silver
C12961,Felicia,Phillips,Bronze
C12962,Calixta,Harris,Bronze
C12963,Lilybelle,Howard,Diamond
C12964,Linda,Gonzales,Gold
C12965,Bellezza,Roberts,Gold
C12966,Orabelle,Moore,Bronze
C12967,Nefertiti,Torres,Bronze
C12968,Ella,Butler,Diamond
C12969,Tazanna,Perez,Diamond
C12970,Caily,Sanchez,Bronze
C12971,Keva,Reed,Bronze
C12972,Bellezza,Ramirez,Diamond
C12973,Rachel,Scott,Silver
C12974,Calista,Phillips,Silver
C12975,Alina,Long,Silver
C12976,Bellezza,Jenkins,Silver
C12977,Kyomi,Kelly,Gold
C12978,Mei,Butler,Diamond
C12979,Lucinda,Hayes,Diamond
C12980,Rachel,Ross,Diamond
C12981,Fayre,Jackson,Silver
C12982,Ulanni,Jenkins,Diamond
C12983,Bonita,Clark,Bronze
C12984,Felicia,Wright,Silver
C12985,Lucinda,White,Bronze
C12986,Tove,Campbell,Diamond
C12987,Keva,Long,Bronze
C12988,Belinda,Jackson,Silver
C12989,Venus,Rodriguez,Diamond
C12990,Lynne,Morgan,Diamond
C12991,Kyomi,Washington,Bronze
C12992,Kyomi,James,Bronze
C12993,Rosalind,Foster,Diamond
C12994,Isa,Perez,Silver
C12995,Naamah,Turner,Diamond
C12996,Linda,Brooks,Gold
C12997,Rosaleen,Perez,Bronze
C12998,Calista,Rogers,Diamond
C12999,Lilybelle,Taylor,Diamond
C13000,Naomi,Flores,Diamond
C13001,Venus,Cooper,Diamond
C13002,Erina,Martin,Silver
C13003,Alina,Rivera,Gold
C13004,Belinda,Morris,Silver
C13005,Lucinda,Hill,Silver
C13006,Felicia,Bryant,Gold
C13007,Ella,Bennett,Gold
C13008,Miyuki,Young,Bronze
C13009,Lucinda,Taylor,Diamond
C13010,Erina,Brown,Bronze
C13011,Calliope,Miller,Bronze
C13012,Ellie,Allen,Gold
C13013,Felicia,Powell,Diamond
C13014,Kaytlyn,Ross,Gold
C13015,Calixta,Carter,Bronze
C13016,Raanana,Powell,Silver
C13017,Lynne,White,Gold
C13018,Orabelle,Jackson,Diamond
C13019,Yedda,Cook,Bronze
C13020,Ella,Lee,Silver
C13021,Keva,Morris,Diamond
C13022,Donatella,Flores,Diamond
C13023,Xin,Sanders,Silver
C13024,Belinda,Walker,Diamond
C13025,Naamah,Martin,Gold
C13026,Jolie,Thompson,Bronze
C13027,Isa,Murphy,Bronze
C13028,Yedda,Torres,Gold
C13029,Naomi,Sanders,Diamond
C13030,Orabelle,Jenkins,Gold
C13031,Isa,Gray,Silver
C13032,Marabel,James,Diamond
C13033,Sapphire,Perry,Bronze
C13034,Nefertari,Hayes,Gold
C13035,Erina,Bryant,Silver
C13036,Tegan,Adams,Diamond
C13037,Ulanni,Rodriguez,Silver
C13038,Orabelle,Lopez,Bronze
C13039,Felicia,Hall,Gold
C13040,Ratih,Diaz,Diamond
C13041,Tazanna,Mitchell,Diamond
C13042,Miyeon,Brooks,Silver
C13043,Nefertari,Powell,Silver
C13044,Abigail,King,Bronze
C13045,Yedda,Phillips,Bronze
C13046,Rosalind,Stewart,Bronze
C13047,Erina,Sanders,Diamond
C13048,Tazanna,Martin,Bronze
C13049,Tove,Gonzales,Gold
C13050,Omorose,Lopez,Silver
C13051,Nelly,Simmons,Silver
C13052,Tazanna,Bryant,Diamond
C13053,Calliope,Peterson,Gold
C13054,Norabel,Rodriguez,Gold
C13055,Fayre,Allen,Gold
C13056,Ella,Robinson,Bronze
C13057,Lillie,Cook,Diamond
C13058,Ellen,Alexander,Gold
C13059,Tove,Stewart,Silver
C13060,Jolie,Carter,Bronze
C13061,Nelly,Bennett,Bronze
C13062,Rachel,Sanchez,Silver
C13063,Tazanna,Howard,Diamond
C13064,Venus,Harris,Diamond
C13065,Raanana,Bailey,Diamond
C13066,Marabel,Baker,Silver
C13067,Venus,Patterson,Bronze
C13068,Norabel,Morgan,Gold
C13069,Yedda,Watson,Diamond
C13070,Jolie,Cooper,Bronze
C13071,Calixta,Miller,Diamond
C13072,Lucinda,Powell,Bronze
C13073,Raanana,Martinez,Silver
C13074,Miyuki,Stewart,Silver
C13075,Lucinda,Hayes,Bronze
C13076,Bellezza,Bennett,Bronze
C13077,Orabelle,Bell,Bronze
C13078,Erina,Evans,Gold
C13079,Calliope,Phillips,Gold
C13080,Ellie,Perez,Bronze
C13081,Caily,Torres,Bronze
C13082,Yedda,Rivera,Diamond
C13083,Mabel,Rogers,Diamond
C13084,Mabs,Ramirez,Silver
C13085,Naava,Martin,Gold
C13086,Lynne,Cole,Silver
C13087,Caily,Carter,Silver
C13088,Caily,Morris,Bronze
C13089,Naava,Allen,Gold
C13090,Abigail,Powell,Diamond
C13091,Caily,Barnes,Gold
C13092,Raanana,Henderson,Diamond
C13093,Alina,Hall,Gold
C13094,Ellie,Scott,Diamond
C13095,Rachel,Phillips,Diamond
C13096,Keva,Torres,Silver
C13097,Nefertari,Gonzalez,Diamond
C13098,Norabel,Cole,Bronze
C13099,Yedda,Perez,Gold
C13100,Xin,Hayes,Bronze
C13101,Naomi,Peterson,Bronze
C13102,Calista,Allen,Diamond
C13103,Ulanni,Adams,Bronze
C13104,Rachel,Nelson,Diamond
C13105,Calliope,Roberts,Silver
C13106,Tegan,Patterson,Bronze
C13107,Nefertari,Rogers,Silver
C13108,Lynne,Morgan,Diamond
C13109,Nelly,Jenkins,Silver
C13110,Tove,Lewis,Diamond
C13111,Erina,Mitchell,Diamond
C13112,Lillie,White,Gold
C13113,Nomi,Simmons,Diamond
C13114,Linda,Foster,Gold
C13115,Lillie,Hayes,Silver
C13116,Jolie,Evans,Diamond
C13117,Keva,Collins,Diamond
C13118,Orabelle,Jones,Silver
C13119,Mei,Jenkins,Gold
C13120,Ellie,Jackson,Diamond
C13121,Mabs,Carter,Silver
C13122,Rosalind,Anderson,Diamond
C13123,Rosalind,Russell,Diamond
C13124,Naomi,Moore,Silver
C13125,Linda,Lopez,Silver
C13126,Caily,Kelly,Silver
C13127,Nefertiti,Watson,Gold
C13128,Nefertari,Ross,Bronze
C13129,Orabelle,Nelson,Silver
C13130,Nomi,Hayes,Silver
C13131,Miyuki,Rivera,Gold
C13132,Caily,Cox,Gold
C13133,Ellen,Williams,Silver
C13134,Fayre,Walker,Bronze
C13135,Bella,Griffin,Diamond
C13136,Kyomi,Murphy,Diamond
C13137,Meadow,Carter,Diamond
C13138,Lynne,Alexander,Gold
C13139,Alina,Howard,Diamond
C13140,Donatella,Cox,Diamond
C13141,Fayre,Rogers,Silver
C13142,Calixta,Allen,Diamond
C13143,Jolie,Richardson,Gold
C13144,Lillie,Hughes,Bronze
C13145,Miyeon,Perez,Silver
C13146,Miyuki,Butler,Silver
C13147,Keva,Long,Bronze
C13148,Nelly,Walker,Gold
C13149,Rachel,Henderson,Bronze
C13150,Marabel,Campbell,Silver
C13151,Kyomi,Wilson,Silver
C13152,Norabel,Green,Diamond
C13153,Miyeon,Hernandez,Bronze
C13154,Naamah,Perez,Silver
C13155,Meadow,Martin,Bronze
C13156,Mei,Wilson,Bronze
C13157,Calista,Barnes,Gold
C13158,Nefertari,Clark,Gold
C13159,Jolie,Cox,Gold
C13160,Nomi,Martinez,Diamond
C13161,Abigail,Diaz,Gold
C13162,Orabelle,Garcia,Diamond
C13163,Ellen,Hernandez,Diamond
C13164,Tove,Wright,Diamond
C13165,Bonnie,Green,Diamond
C13166,Lillie,Ross,Diamond
C13167,Ellie,Hayes,Silver
C13168,Calista,Williams,Bronze
C13169,Jolie,Allen,Diamond
C13170,Lucinda,Nelson,Gold
C13171,Orabelle,Bell,Bronze
C13172,Bellezza,Stewart,Diamond
C13173,Miyeon,Martinez,Gold
C13174,Miyeon,Sanders,Bronze
C13175,Bellezza,Rivera,Diamond
C13176,Sapphire,Young,Bronze
C13177,Raanana,Kelly,Silver
C13178,Isa,Scott,Bronze
C13179,Keva,Long,Bronze
C13180,Jacintha,Brown,Diamond
C13181,Kyomi,Roberts,Silver
C13182,Calliope,Ward,Gold
C13183,Erina,Hernandez,Bronze
C13184,Venus,Cox,Silver
C13185,Bonnie,Wood,Gold
C13186,Bonita,Taylor,Diamond
C13187,Mabel,Howard,Diamond
C13188,Donatella,Simmons,Diamond
C13189,Lucinda,James,Bronze
C13190,Rosaleen,Perez,Bronze
C13191,Calixta,Powell,Bronze
C13192,Linda,Young,Bronze
C13193,Naomi,Clark,Gold
C13194,Norabel,Morgan,Diamond
C13195,Meadow,Martin,Bronze
C13196,Norabel,Long,Bronze
C13197,Orabelle,Gonzales,Bronze
C13198,Kyomi,Miller,Bronze
C13199,Nomi,Lewis,Silver
C13200,Bonnie,Lopez,Silver
C13201,Tegan,Green,Gold
C13202,Belinda,Roberts,Gold
C13203,Mabel,Wright,Gold
C13204,Bonnie,Hill,Gold
C13205,Rosaleen,Henderson,Diamond
C13206,Nefertari,Johnson,Diamond
C13207,Kyomi,Cox,Gold
C13208,Miyeon,Taylor,Gold
C13209,Jolie,Nelson,Bronze
C13210,Naomi,Phillips,Gold
C13211,Linda,Clark,Gold
C13212,Tove,Evans,Bronze
C13213,Yedda,Moore,Gold
C13214,Miyeon,Morgan,Diamond
C13215,Calista,Green,Diamond
C13216,Naamah,Smith,Gold
C13217,Xin,Bell,Bronze
C13218,Keva,King,Silver
C13219,Lynne,Griffin,Bronze
C13220,Caily,Long,Silver
C13221,Mabs,Edwards,Gold
C13222,Calixta,Patterson,Silver
C13223,Jolie,Williams,Diamond
C13224,Naava,Perez,Silver
C13225,Naamah,Griffin,Diamond
C13226,Calliope,Taylor,Silver
C13227,Lillie,Cox,Bronze
C13228,Norabel,Baker,Bronze
C13229,Isa,Brooks,Bronze
C13230,Nomi,Patterson,Diamond
C13231,Keva,Ross,Bronze
C13232,Rosaleen,Gray,Silver
C13233,Fayre,Peterson,Gold
C13234,Raanana,Richardson,Silver
C13235,Bella,Lee,Diamond
C13236,Mei,Bell,Silver
C13237,Rachel,Wright,Gold
C13238,Miyuki,Hayes,Gold
C13239,Lillie,Young,Diamond
C13240,Abigail,Phillips,Gold
C13241,Rachel,Carter,Diamond
C13242,Rosalind,Price,Bronze
C13243,Ulanni,Jenkins,Diamond
C13244,Bellezza,King,Silver
C13245,Mabel,Moore,Silver
C13246,Jolie,Peterson,Bronze
C13247,Lilybelle,Ward,Gold
C13248,Jolie,Alexander,Bronze
C13249,Bella,Lopez,Diamond
C13250,Lilybelle,King,Diamond
C13251,Fayre,Powell,Silver
C13252,Ellen,Perry,Diamond
C13253,Miyeon,Hayes,Gold
C13254,Bonita,Turner,Bronze
C13255,Caily,Perry,Diamond
C13256,Isa,Hayes,Gold
C13257,Mei,Robinson,Silver
C13258,Ratih,Thomas,Diamond
C13259,Abigail,Sanders,Bronze
C13260,Erina,Henderson,Silver
C13261,Raanana,Perez,Silver
C13262,Alina,Thomas,Diamond
C13263,Tegan,Thompson,Bronze
C13264,Miyeon,Baker,Gold
C13265,Fayre,Adams,Silver
C13266,Jolie,Scott,Bronze
C13267,Jacintha,Lopez,Bronze
C13268,Lucinda,Brown,Silver
C13269,Omorose,Miller,Silver
C13270,Caily,Cooper,Bronze
C13271,Bella,Rogers,Diamond
C13272,Ella,Scott,Diamond
C13273,Kaytlyn,Patterson,Diamond
C13274,Rosaleen,Howard,Gold
C13275,Meadow,Alexander,Bronze
C13276,Naamah,Bennett,Bronze
C13277,Keva,Bailey,Silver
C13278,Naava,Flores,Gold
C13279,Calista,Cole,Silver
C13280,Ratih,Long,Gold
C13281,Nefertiti,Griffin,Bronze
C13282,Kaytlyn,Bailey,Diamond
C13283,Bella,Bell,Silver
C13284,Sapphire,Patterson,Gold
C13285,Mabs,Bryant,Gold
C13286,Omorose,Scott,Gold
C13287,Raanana,Allen,Silver
C13288,Bella,Cox,Diamond
C13289,Lucinda,Bryant,Gold
C13290,Ratih,Morgan,Diamond
C13291,Ulanni,Moore,Silver
C13292,Sapphire,Stewart,Silver
C13293,Alina,Wood,Silver
C13294,Nefertari,Hughes,Gold
C13295,Sapphire,Lewis,Bronze
C13296,Tegan,Adams,Diamond
C13297,Mei,Cole,Gold
C13298,Nefertari,Simmons,Bronze
C13299,Isa,Collins,Diamond
C13300,Lucinda,Carter,Silver
C13301,Kyomi,Alexander,Bronze
C13302,Ellie,Watson,Silver
C13303,Ulanni,Phillips,Diamond
C13304,Lillie,Richardson,Silver
C13305,Miyeon,Green,Silver
C13306,Felicia,Gonzales,Silver
C13307,Sapphire,Gonzales,Gold
C13308,Isa,King,Diamond
C13309,Mei,Roberts,Bronze
C13310,Rachel,Henderson,Diamond
C13311,Nomi,Watson,Silver
C13312,Linda,Adams,Gold
C13313,Naava,Morris,Diamond
C13314,Alina,Ross,Silver
C13315,Fayre,Garcia,Gold
C13316,Lilybelle,Mitchell,Diamond
C13317,Calista,Murphy,Gold
C13318,Bella,Edwards,Silver
C13319,Tazanna,Rogers,Gold
C13320,Tegan,Cole,Diamond
C13321,Nelly,Walker,Gold
C13322,Miyeon,Young,Bronze
C13323,Bellezza,Green,Bronze
C13324,Venus,Stewart,Bronze
C13325,Tove,Hughes,Gold
C13326,Bonnie,Patterson,Gold
C13327,Kaytlyn,Harris,Gold
C13328,Mei,Johnson,Diamond
C13329,Ellie,Murphy,Silver
C13330,Ellen,Rivera,Bronze
C13331,Lillie,Wilson,Gold
C13332,Calixta,Bennett,Silver
C13333,Abigail,Simmons,Silver
C13334,Ella,Sanders,Gold
C13335,Erina,Stewart,Silver
C13336,Lucinda,Ward,Silver
C13337,Rosalind,Rivera,Bronze
C13338,Alina,Baker,Bronze
C13339,Felicia,Martinez,Gold
C13340,Nefertari,Powell,Silver
C13341,Lucinda,Johnson,Gold
C13342,Lilybelle,Green,Diamond
